Student_Type,Sleep_Hours,Study_Hours,Social_Media_Hours,Attendance,Exam_Pressure,Family_Support,Month,Stress_Level
college,7.665950595,4.462061952,4.388067437,68.55226491,6.0,9.0,2.0,0
college,5.324147458,6.432564261,,78.39591342,6.0,2.0,11.0,0
college,2.067525376,9.582086705,1.47937295,91.22413808,8.0,7.0,12.0,1
college,7.889230966,6.920480953,2.167936389,92.17525451,5.0,4.0,10.0,0
college,7.243094334,1.924062991,3.13795547,74.22517728,5.0,7.0,1.0,0
college,6.933609958,7.91196223,4.534589486,91.63704949,2.0,5.0,2.0,1
working_student,7.192602017,8.410915557,0.581234876076675,86.14924388,,6.0,11.0,0
college,,2.40804262,3.807690643,85.85774002,4.0,6.0,1.0,0
school,8.014881709,4.700563844,2.346882885,87.68316227,3.0,4.0,8.0,0
school,6.037263273,3.469361273,2.922215171,82.18465077,5.0,5.0,10.0,0
college,6.907935252,1.445586216,4.712742643,97.59715507,5.0,10.0,8.0,0
college,5.695859966,9.67884435,2.302054884,88.67609948,3.0,4.0,3.0,0
college,,3.222714626,6.034686138,78.79875041,7.0,2.0,7.0,1
college,2.228782033,7.236960131,5.813056106,59.37713881,4.0,4.0,4.0,1
college,8.014235578,3.11821606,2.355317468,96.11039693,9.0,7.0,8.0,1
working_student,7.573591253,2.689888569,6.807875131,80.7420608,6.0,8.0,12.0,0
college,,5.204190802,5.034180784,97.16372308,8.0,6.0,5.0,1
school,8.493027871,2.265115143,0.723198556523794,77.33553548,3.0,8.0,3.0,0
college,8.257617041,5.446197318,3.626575076,69.79963331,7.0,,9.0,1
college,5.374725503,8.430528402,2.719133531,74.20194061,7.0,10.0,9.0,0
working_student,9.414861032,,5.549254404,66.22390447,3.0,7.0,4.0,0
working_student,5.593452004,7.111693875,3.385650888,60.14343563,10.0,5.0,,1
college,5.669793936,2.821218217,3.416654529,98.97431127,5.0,3.0,2.0,0
school,8.289660139,1.006372489,3.396073644,70.64426505,4.0,9.0,11.0,0
college,,4.926325471,0.499578064722849,75.29086513,4.0,6.0,6.0,0
working_student,2.744968395,7.932039185,4.821129635,76.57265243,9.0,7.0,1.0,0
school,6.992170213,3.668326746,2.401920675,86.98251175,4.0,7.0,7.0,0
school,5.617271301,3.118485894,0.238281306506804,77.93605229,7.0,7.0,,0
college,7.071815548,3.049348937,4.910794161,86.65811172,5.0,8.0,10.0,0
college,5.032763188,6.314111406,0.478904188396549,72.67689958,4.0,5.0,10.0,0
working_student,7.247541478,,8.584067959,63.60469411,6.0,3.0,4.0,1
school,7.465548133,4.821450285,5.51398689,73.52342546,,,7.0,0
college,7.046221284,6.939448437,5.022336843,68.14702615,4.0,6.0,9.0,0
college,5.060020678,5.209860983,0.259797032234671,75.61103097,10.0,1.0,10.0,1
school,7.720938922,0.772147358001351,4.239091589,92.04634938,3.0,6.0,1.0,0
college,5.759962815,4.222876359,3.937263004,71.01209242,2.0,7.0,3.0,0
school,6.697353861,3.310513802,2.869616564,,5.0,7.0,5.0,0
college,8.333061934,0.243427174740613,0.93674825695127,80.91835932,5.0,7.0,8.0,0
college,5.841387022,6.11986004,3.209678991,83.06300624,1.0,10.0,2.0,0
,7.312310121,3.268717951,4.109270781,68.99424404,3.0,5.0,2.0,0
school,7.009002896,2.876720387,2.715645469,85.13919948,4.0,8.0,4.0,0
school,9.073267389,1.892572203,3.444888127,70.27258202,5.0,4.0,12.0,0
college,,8.318279758,0.179793156359541,67.82082471,6.0,5.0,9.0,0
,3.470766185,8.585058406,0.6807791798373,77.06589209,6.0,6.0,1.0,1
college,6.429168869,3.488969173,0.812224575654289,87.54325208,10.0,6.0,5.0,1
school,7.192252955,3.989689202,4.478898063,99.01951641,4.0,4.0,6.0,0
college,6.267818921,3.487037027,0.663343917028792,71.41947769,3.0,5.0,5.0,0
school,8.20308216,3.299568257,6.522587488,92.55089873,,5.0,1.0,0
working_student,4.66728399,6.750552606,4.621292671,77.46646384,7.0,2.0,3.0,1
school,7.139437497,0.297337029327334,6.050932789,97.74558468,,4.0,4.0,0
college,5.85980302,4.015870665,5.182475105,81.51286524,3.0,7.0,11.0,0
working_student,5.004108525,5.011094971,4.253096532,69.10210508,8.0,9.0,12.0,1
college,2.206798477,4.13442131,4.186471912,81.26814049,9.0,7.0,7.0,1
college,8.729204583,7.929680013,3.140753577,91.19641885,3.0,4.0,8.0,0
working_student,6.758132355,5.851262638,5.041180187,78.13454928,4.0,4.0,12.0,0
working_student,5.620145102,10.50391751,2.296491088,66.88959273,2.0,9.0,4.0,0
college,4.399995163,7.343423538,2.919292867,75.92794173,4.0,5.0,11.0,0
college,6.860168315,1.37580099,,55.35687374,7.0,6.0,5.0,0
college,7.305994256,8.189427868,4.714145253,79.1402802,6.0,9.0,6.0,1
working_student,5.617585051,5.170433101,2.451312191,77.3142336,2.0,7.0,7.0,0
college,7.168548228,4.295527655,,76.19324887,7.0,10.0,11.0,0
school,6.893465201,0.224808543388866,2.173078534,95.05549114,7.0,6.0,3.0,1
college,9.33453755,0.805131902269165,2.864873351,60.35839386,,10.0,11.0,0
college,6.279133331,6.148272633,1.819359007,81.86842391,6.0,7.0,3.0,0
school,,4.143180422,3.025674341,78.75939876,2.0,9.0,6.0,0
school,8.25502141,3.606933156,1.314074417,69.8397686,6.0,8.0,10.0,0
college,6.967036677,3.961756478,0.989352429250039,90.86805934,9.0,8.0,4.0,1
school,6.930078938,3.497798978,3.569316473,90.26090258,4.0,1.0,4.0,0
,6.344533093,,3.33715223,82.66575458,4.0,7.0,7.0,0
college,5.899947425,3.586698566,7.606023248,89.24375639,5.0,6.0,,0
school,8.709112916,1.39919917,3.596196555,95.40951232,9.0,1.0,7.0,0
school,5.701952885,4.144012482,2.966006097,76.40528315,9.0,5.0,9.0,1
college,6.292609629,5.150104524,1.679665419,63.26995691,3.0,5.0,7.0,0
working_student,3.576746217,8.330905245,7.225587555,69.34227544,4.0,4.0,12.0,0
college,5.938668821,10.15061727,3.519685171,97.18206389,5.0,9.0,4.0,0
school,6.157125534,4.078151213,2.244768018,71.89025099,4.0,7.0,7.0,0
college,4.293852224,7.394913978,4.490817547,79.94717932,7.0,4.0,,1
working_student,7.172493317,6.579056697,,86.43335737,6.0,10.0,9.0,0
school,7.839648623,4.163975567,1.953731942,84.59198765,6.0,1.0,1.0,0
college,6.238314649,4.270800224,4.694582234,,6.0,3.0,12.0,1
college,4.498854185,6.729569889,3.6924122,81.32411324,3.0,7.0,9.0,0
college,5.716292615,3.690230034,3.56496411,70.46172775,2.0,4.0,7.0,0
college,5.705044664,2.732840986,0.487772418071636,87.50828769,5.0,6.0,10.0,0
college,,3.865589342,,71.83004065,9.0,2.0,11.0,1
school,6.030023058,2.319869194,2.586183464,91.94534327,3.0,5.0,11.0,0
,6.026417458,,5.421705279,78.67004626,8.0,3.0,8.0,1
working_student,8.408962184,3.367286599,8.646318101,98.88474082,6.0,5.0,,1
college,4.715047421,18.06020914,5.482923309,74.25675732,8.0,6.0,10.0,1
school,9.356781505,4.777487032,4.474498718,,5.0,5.0,11.0,0
college,7.799353924,3.771303793,,72.20374973,3.0,8.0,1.0,1
,8.804320779,1.701688802,,82.29071033,2.0,7.0,6.0,0
school,6.95083681,4.326116996,3.414563669,85.60820262,4.0,7.0,1.0,0
working_student,2.887220335,5.696946447,3.65936196,80.27836324,5.0,9.0,1.0,0
college,6.152538821,6.861154737,1.441598278,87.19547098,1.0,3.0,11.0,0
school,8.28204882,4.663465317,0.922662832366543,74.80146521,5.0,8.0,7.0,0
working_student,5.941862613,6.644078663,7.258881909,82.34045777,4.0,8.0,4.0,0
college,6.116122455,3.176339546,4.966591048,97.13630118,7.0,3.0,7.0,1
school,5.886822285,2.77018505,5.088115295,89.80009766,7.0,6.0,4.0,0
working_student,5.271484041,,3.105490039,66.29120239,8.0,9.0,2.0,1
college,4.881690757,5.126192648,2.343494848,89.84242706,6.0,10.0,1.0,0
school,6.519202285,2.245303702,5.998578713,70.04297605,9.0,8.0,1.0,1
college,,8.067548266,4.764757186,64.72960977,6.0,6.0,1.0,1
working_student,6.494037579,0.23953431269251,2.220909001,62.43136546,1.0,5.0,10.0,0
working_student,3.713360138,5.58096733,2.251865595,99.86599696,9.0,5.0,3.0,1
college,4.730331952,6.384472426,2.480744752,79.28529166,3.0,7.0,2.0,0
college,6.098772355,6.501307483,4.586894161,86.49223456,9.0,2.0,11.0,1
working_student,7.882380928,7.540942667,0.00664821411992899,72.27519836,8.0,4.0,7.0,1
college,6.397193939,4.925653772,4.911322247,81.24438071,5.0,7.0,5.0,0
working_student,3.2131684,4.066656727,3.771048595,80.46789947,5.0,10.0,9.0,0
,2.612089051,5.591032388,5.697787812,88.6767986,,2.0,11.0,1
working_student,4.169852324,6.806644502,2.235453772,88.14304968,9.0,,12.0,0
school,6.334809743,8.015589303,3.517287098,94.66722001,5.0,1.0,1.0,0
working_student,7.583081163,6.601138076,3.660530603,64.65324579,8.0,6.0,8.0,0
college,6.62017759,2.045466917,,59.17426736,6.0,6.0,3.0,0
school,7.416626537,2.315015928,3.404969528,69.72970506,5.0,4.0,9.0,0
college,6.580045406,7.964286063,6.309941245,79.40226499,3.0,6.0,5.0,0
school,,3.037583332,5.761164106,60.896231,1.0,5.0,6.0,0
college,5.99609313,5.243556734,,99.71467922,1.0,7.0,9.0,0
school,8.245108832,4.071232119,6.023489108,82.09037515,6.0,7.0,,1
college,6.860219783,1.045856632,3.222620317,57.27629812,2.0,6.0,6.0,0
college,3.738582313,5.834434387,5.476924695,89.29093003,6.0,4.0,12.0,1
school,6.103357979,4.035750392,0.817580376265905,78.51553787,9.0,3.0,5.0,1
,7.041602614,6.417910066,4.443210598,76.84689469,7.0,5.0,2.0,1
college,3.273317965,4.982017599,3.07218058,96.06724138,2.0,7.0,12.0,0
college,2.720093074,4.320691087,0.816472170896493,83.7060328,6.0,5.0,9.0,1
school,7.149784,2.798856756,4.56982222,67.58311126,3.0,7.0,9.0,0
working_student,3.025199609,8.549528487,1.915138601,95.56740061,6.0,3.0,8.0,1
working_student,5.546588618,7.801512504,,,7.0,6.0,1.0,1
school,7.661320953,2.932920655,0.339637278218203,67.50149368,5.0,5.0,6.0,0
college,7.849559119,2.021272991,2.163318844,66.2184431,8.0,6.0,6.0,0
college,7.376122715,0.300171281843222,5.380473902,77.06453554,4.0,3.0,,0
school,7.582895624,3.249766442,5.017888924,89.48430462,2.0,,11.0,0
college,6.437817807,3.561471906,2.29217228,93.85897124,7.0,6.0,6.0,0
college,5.795474086,2.90512507,3.0437337,71.56293775,8.0,8.0,12.0,1
college,7.979290231,5.277467353,1.751752782,63.91644905,5.0,5.0,2.0,0
working_student,6.419901065,2.486507367,,62.56554318,5.0,6.0,7.0,0
,3.608988321,8.740801879,2.949047277,65.13380606,7.0,6.0,4.0,1
working_student,6.820616672,7.291600695,5.189861553,41.46632718,8.0,,10.0,1
college,5.103187796,4.242495522,6.95856868,73.58700284,,4.0,5.0,0
working_student,6.573249003,4.019864725,4.020488369,90.27753098,5.0,8.0,9.0,0
working_student,6.152407228,4.74683337,7.129990546,86.86653288,8.0,5.0,3.0,1
working_student,5.518771322,,5.105786487,87.46365719,6.0,8.0,9.0,0
college,4.550560339,4.743369461,4.878658374,68.5628691,5.0,8.0,4.0,0
,5.037936938,8.695067028,0.506450948153446,73.46862009,9.0,5.0,4.0,1
college,6.174593645,3.561877805,3.86473177,,5.0,6.0,6.0,0
college,5.083072378,5.792027447,1.066062635,85.90394743,5.0,9.0,4.0,0
college,7.855682965,5.079754041,3.93069267,92.77279997,6.0,5.0,9.0,0
college,4.68710836,3.032863394,4.911618514,91.47562698,9.0,5.0,6.0,1
school,6.553437207,3.143625362,2.6944057,,1.0,7.0,7.0,0
college,7.705149535,2.523026584,5.571525384,74.49552236,1.0,8.0,1.0,0
college,5.906690323,4.895854907,4.949275764,95.86095901,6.0,6.0,4.0,0
working_student,7.759855618,,2.847626272,,4.0,7.0,,1
college,7.936177627,9.632721893,6.222227113,79.71132018,,5.0,2.0,1
college,4.467598667,4.162589686,0.348140934668996,83.6705651,6.0,7.0,7.0,0
working_student,4.884192495,5.511101751,5.935924059,95.82436393,7.0,7.0,12.0,0
college,9.206721864,,2.245045031,80.41405897,7.0,6.0,11.0,0
college,4.97168007,5.755783574,5.563583344,98.09134415,6.0,7.0,12.0,0
working_student,,6.847383336,1.066892369,90.93265833,6.0,8.0,1.0,0
college,4.111304864,7.752681998,5.441970734,84.10377402,9.0,9.0,8.0,1
school,7.174379723,3.379731522,8.315182843,69.01538145,7.0,5.0,4.0,0
college,7.217942618,,4.643323942,97.53170147,7.0,9.0,7.0,0
college,6.298099516,2.417901257,4.243047718,87.563607,5.0,7.0,6.0,0
college,6.946005098,3.811536932,7.54362601,98.78658747,9.0,,4.0,1
college,6.862975508,4.351218444,3.164914485,69.71337058,6.0,4.0,6.0,0
college,7.437798845,2.427061467,4.280434516,74.8241925,6.0,6.0,3.0,1
college,5.162586232,4.474236021,4.689083446,,8.0,2.0,2.0,1
college,3.962506775,4.176153588,4.670842177,97.97663236,3.0,6.0,4.0,0
working_student,7.25047463,4.2637159,,78.78380492,8.0,4.0,4.0,1
college,6.940666503,1.817288973,3.235382239,84.3507148,,8.0,12.0,0
college,6.668113949,3.330783106,6.469793661,76.55145871,,6.0,9.0,0
college,6.019441829,4.368745225,1.88509991,78.9399275,9.0,6.0,,1
school,7.750423336,2.758155559,2.421121022,75.20636037,6.0,10.0,12.0,0
college,3.116196541,5.842487424,1.949627055,78.95910342,9.0,5.0,11.0,1
college,8.174182839,3.338696847,5.87790235,85.95309273,1.0,4.0,6.0,0
college,8.602800842,2.001977578,4.802327478,94.5455637,3.0,5.0,8.0,0
working_student,5.475355375,5.552364579,2.841888292,85.05940627,6.0,5.0,1.0,0
school,7.487565818,1.674026909,2.5967591,92.11425483,6.0,5.0,8.0,0
school,6.184316783,3.419176057,6.505913175,77.50016788,7.0,4.0,,1
college,6.424582491,9.29258754,1.206954654,68.62848749,1.0,7.0,2.0,0
working_student,6.041444882,7.592592001,3.745169376,84.77403468,6.0,7.0,6.0,0
working_student,3.989179953,7.186141328,4.820657408,71.54221539,8.0,5.0,9.0,1
college,6.198299991,7.979083711,3.048238381,,8.0,8.0,11.0,1
working_student,5.130279718,7.323486684,7.325595171,75.30590629,2.0,6.0,,0
college,4.898960034,2.49422655,0.852380725467584,74.01424317,7.0,6.0,4.0,1
college,5.523145313,4.444851566,5.219530658,79.6185587,2.0,7.0,12.0,1
school,7.901575467,2.432900488,0.969109703664548,77.0670604,4.0,2.0,10.0,0
school,7.680545559,3.197096889,3.409449619,56.79223282,4.0,6.0,7.0,0
working_student,4.748065343,7.138655408,1.922300653,73.40821413,8.0,6.0,3.0,1
college,7.179375376,2.754579656,3.786772526,73.60884151,3.0,1.0,4.0,0
working_student,2.893179989,5.632266861,0.524314444903544,84.01126735,3.0,4.0,11.0,0
school,8.255890176,1.195107704,1.42044479,97.27928592,7.0,5.0,5.0,0
college,6.515342056,4.381361268,0.23188315432591,73.91675383,1.0,6.0,5.0,0
working_student,5.089729154,4.2410707,5.560656943,95.89237576,7.0,6.0,12.0,0
college,5.681601919,,3.30498382,76.61940107,9.0,7.0,3.0,1
college,5.151771784,6.599410548,1.878523344,78.69983833,10.0,2.0,5.0,1
college,7.252985712,1.585342294,0.706716218459039,97.05460385,1.0,4.0,1.0,0
working_student,6.110635063,8.08197461,5.335711453,95.15058873,2.0,6.0,7.0,0
working_student,3.525098404,5.715563027,2.712592722,73.22907824,4.0,3.0,8.0,0
college,6.566643467,9.026785352,5.954420053,80.95839284,2.0,6.0,10.0,0
school,6.860787892,,1.356602739,91.19217586,3.0,2.0,1.0,0
college,4.446251499,4.706519784,4.612991496,89.30541414,7.0,5.0,1.0,1
college,6.323867022,1.359391767,2.24380582,49.33540452,7.0,1.0,11.0,1
college,6.807058397,4.893201227,5.863990101,92.62091114,6.0,4.0,7.0,1
school,7.588119184,3.016895327,5.694135358,97.12880671,5.0,5.0,3.0,0
college,7.291374252,,5.766464836,80.8772955,4.0,6.0,10.0,0
college,7.072624907,2.336675652,0.00826588709645992,71.97964014,2.0,6.0,9.0,0
working_student,6.376464583,3.258175058,2.442312161,79.27669386,5.0,7.0,3.0,0
college,7.593521574,2.145289876,3.719375848,70.20195181,,4.0,4.0,1
school,7.533734139,1.460023179,2.35799395,98.30880341,10.0,6.0,9.0,1
college,6.505284784,7.060616585,3.094225565,81.08378679,5.0,8.0,,0
college,6.62645989,1.893510048,,92.66093318,3.0,4.0,3.0,0
college,8.19978063,3.182027292,3.11565154,75.57065339,4.0,6.0,9.0,0
college,5.069845462,2.49048268,3.493009586,74.63895399,9.0,3.0,11.0,1
college,6.862975508,4.564064848,3.164914485,69.71337058,6.0,4.0,6.0,0
college,6.30410689,3.676843024,2.908798849,93.03613575,3.0,7.0,12.0,0
college,6.667458213,5.183449482,2.990270833,81.91524355,5.0,3.0,7.0,0
college,4.224054336,,0.198408086617002,99.2369326,7.0,6.0,8.0,0
school,9.195777052,3.192563967,3.966411873,79.57650656,5.0,5.0,2.0,0
working_student,5.447989761,1.841456893,2.602405506,95.93686157,10.0,2.0,7.0,1
college,4.774232451,4.047042391,0.422268860094758,88.77266548,8.0,8.0,2.0,1
college,3.758879155,7.257676358,4.079791431,84.31494704,7.0,4.0,5.0,0
school,5.473678545,3.098117433,4.258094063,78.39993525,7.0,5.0,,0
working_student,7.182107399,4.105334815,6.908587108,,,7.0,1.0,1
college,3.256156832,8.578665593,5.293192544,85.58696754,8.0,4.0,1.0,1
college,5.98825732,7.055382535,4.81566231,97.58686807,3.0,7.0,1.0,0
school,7.093325615,5.329676307,2.775990282,93.29748889,3.0,10.0,6.0,0
working_student,5.085664022,8.202052973,2.332250074,95.32240213,,,8.0,0
college,6.148040949,6.084805547,4.789605638,65.35641429,2.0,2.0,9.0,1
,7.02257886,0.100226540436097,5.377383852,78.5140211,9.0,5.0,4.0,1
college,9.724481034,,5.087427208,91.99563964,4.0,,10.0,1
school,7.09636855,3.054336102,0.227716468841918,82.35948494,7.0,5.0,8.0,0
school,6.796486327,2.316424883,5.135245795,81.70989748,10.0,7.0,7.0,1
college,3.027177974,3.826437744,2.463167947,85.16031378,5.0,10.0,5.0,0
college,7.748590026,3.808284384,3.343895144,55.56672208,,2.0,2.0,1
college,8.824090066,5.881418792,2.976834824,86.90332422,7.0,7.0,3.0,1
,3.638970276,6.064619455,,93.29037733,3.0,4.0,9.0,0
college,7.49186998,6.05938796,2.196891197,89.72156298,6.0,8.0,10.0,0
college,4.840120116,4.505007784,2.442556734,89.04537276,9.0,,4.0,1
working_student,4.315939136,8.647739151,2.008631467,74.14363307,7.0,5.0,11.0,1
school,6.071776581,1.29922065,,67.14621901,6.0,,12.0,0
college,5.707494355,6.068735349,0.797034272284722,85.33302715,1.0,5.0,12.0,0
school,6.686549075,0.0413913556589529,2.012014807,70.09656063,6.0,5.0,10.0,0
college,6.287732506,6.214974835,2.613927703,63.65478936,2.0,6.0,5.0,0
college,5.757151441,6.136012936,2.070639822,69.81673663,7.0,,2.0,1
working_student,,2.58673447,4.142955196,75.82211298,,,10.0,1
school,8.246525464,4.793555955,0.160447512162371,68.73041152,4.0,8.0,11.0,0
school,9.618122625,4.480507959,2.44783735,85.23228649,6.0,5.0,4.0,0
college,8.78318571,5.456126522,2.925569387,105.0,8.0,7.0,5.0,0
school,5.261886657,2.091224685,4.127686198,,5.0,2.0,11.0,0
college,7.288362661,3.979362492,5.579700881,99.23203635,3.0,6.0,9.0,0
college,7.249425042,4.61395656,0.142650893313293,70.39914713,10.0,7.0,7.0,1
working_student,5.727599859,4.114799498,5.378428271,90.90914581,7.0,9.0,12.0,1
school,8.222887527,0.750393747619772,3.010872634,70.4756995,6.0,6.0,6.0,0
college,6.530364729,5.94826042,3.488016488,78.47958722,2.0,6.0,1.0,0
school,6.334556527,2.449108763,4.894059939,86.28708453,3.0,9.0,7.0,0
college,4.944627925,7.70160642,3.849176555,73.98774061,4.0,5.0,2.0,0
college,5.716364976,4.835339619,4.444010299,67.24229258,5.0,7.0,5.0,0
school,6.894267041,2.799818701,3.130178035,69.74191084,10.0,4.0,,0
college,9.446048893,5.387876095,,80.48066518,5.0,2.0,1.0,0
school,,1.53092649,0.34884283813924,81.42038055,7.0,4.0,,0
working_student,4.633145044,7.224213944,3.015858241,82.74036146,5.0,5.0,9.0,1
working_student,6.387121451,8.648713297,5.081451492,69.69014502,2.0,9.0,1.0,0
working_student,5.272271105,4.107430485,4.809860991,81.76928806,9.0,3.0,11.0,1
college,8.309303299,3.025310926,5.073597184,84.24203485,3.0,2.0,6.0,0
college,6.07739962,3.10772838,7.415705469,83.17334374,7.0,8.0,,1
school,6.591752493,5.025551196,2.630087614,92.95283381,4.0,6.0,7.0,0
school,8.337292502,3.616220011,6.079074823,60.14915473,2.0,5.0,,0
college,8.165958373,4.896283729,3.49205138,98.64632197,5.0,4.0,12.0,0
working_student,6.190857521,1.163617336,3.949974121,69.48223741,10.0,7.0,6.0,1
school,7.066624639,1.240003967,1.417519983,97.58274497,5.0,10.0,5.0,0
school,8.130312336,0.641479313310882,3.977738453,76.24777472,5.0,,8.0,0
college,,5.800738382,4.430759591,74.14604566,4.0,7.0,3.0,0
college,8.567284981,6.935874216,5.638586023,68.5285474,7.0,6.0,12.0,1
school,8.038845487,4.038911978,0.930499579445339,82.94718569,7.0,10.0,7.0,0
college,7.580308025,2.991602991,5.075087329,89.21474684,7.0,,10.0,0
working_student,5.44605833,1.413291583,5.55077478,97.59762542,6.0,9.0,7.0,0
working_student,4.698014513,,1.811724553,88.8114637,5.0,5.0,3.0,0
college,,5.207708754,0.0144190092524576,58.26686459,5.0,7.0,8.0,0
college,5.981665804,0.981365193526127,2.54447117,82.94351878,9.0,6.0,7.0,0
college,5.550790239,3.49283468,3.491437803,,8.0,8.0,7.0,0
school,8.26806134,1.49605373,2.431852425,71.14198465,9.0,1.0,12.0,1
school,6.639570895,2.701033905,3.491474703,82.30955614,2.0,1.0,6.0,0
school,7.754215374,3.903378994,2.678789643,79.34800869,5.0,7.0,12.0,0
working_student,2.054504636,6.979674184,0.846761275721525,71.64782337,5.0,3.0,4.0,0
,,7.442572207,3.614124848,80.24581692,10.0,5.0,1.0,1
college,6.774048146,5.12267405,7.959099945,74.12300908,9.0,5.0,8.0,1
college,6.643888239,3.415926234,0.949119049015382,96.40049729,2.0,5.0,12.0,0
college,,,2.949554966,85.55534666,9.0,2.0,12.0,1
school,7.099905251,4.078056697,5.621266573,93.0800527,5.0,8.0,11.0,0
college,5.639640097,1.825098515,1.5674868,82.54125219,2.0,1.0,11.0,0
college,7.377799014,8.035920368,3.964777966,86.91670584,9.0,4.0,8.0,0
school,8.534824443,1.647395238,5.84280248,78.20606108,8.0,4.0,8.0,1
college,7.628725853,4.385311845,4.487820289,72.08028234,6.0,7.0,7.0,0
,4.332324726,8.718011956,5.557626648,,10.0,8.0,,1
school,7.765009853,3.431438638,3.700894033,,3.0,6.0,11.0,0
school,6.451214279,3.784283381,5.101747717,81.4100874,2.0,2.0,1.0,0
working_student,5.465924525,8.912704016,7.573308793,79.17260971,6.0,7.0,3.0,1
college,5.472581636,3.396737959,7.276439283,79.93663035,3.0,5.0,8.0,0
college,6.481746263,6.598809351,1.29395003,75.46831252,,7.0,8.0,0
working_student,2.124253072,1.035226195,5.909887457,59.99205202,3.0,5.0,7.0,1
college,6.372330126,6.343867842,,97.57622514,4.0,7.0,6.0,0
college,5.908435477,5.851337947,2.08120407,80.08173197,2.0,4.0,5.0,0
working_student,7.827086954,5.804006768,3.7332853,84.52528268,7.0,7.0,,1
school,7.841814396,3.365597656,4.707421989,92.11382379,4.0,9.0,2.0,0
school,8.654028914,2.035834334,2.450601969,94.25256956,5.0,5.0,11.0,0
college,7.172957593,3.252739952,0.022422481425514,77.88263622,6.0,7.0,,0
college,4.277435221,,3.655622693,79.37547448,7.0,1.0,9.0,1
college,4.682166031,5.240676727,5.14677629,85.77276195,5.0,4.0,12.0,1
college,7.267304739,8.584337136,0.0974422532284797,75.25811784,2.0,8.0,3.0,0
college,7.255816331,5.555010058,4.039014121,94.37712424,,,,0
school,7.456956952,2.785582248,4.166292793,64.47735756,4.0,7.0,8.0,0
college,4.776206287,8.712401991,5.333186243,82.89339278,8.0,,6.0,1
college,5.551533108,9.283319032,1.650743264,83.08054311,4.0,,,0
college,6.712102569,2.081164572,7.10943159,95.75230254,4.0,3.0,9.0,0
college,7.890034284,5.237225848,6.976557746,79.69371039,9.0,6.0,,1
college,5.46744207,7.014844546,3.985917429,93.79109395,5.0,5.0,5.0,0
college,6.517477554,2.566558891,2.846636856,72.47495943,2.0,6.0,11.0,0
college,6.393169015,5.091233717,3.357569393,,9.0,7.0,12.0,0
college,4.174956083,4.872422931,3.45289959,83.31393556,,2.0,3.0,0
college,5.655411567,5.300545519,1.212903554,99.06903727,6.0,7.0,12.0,0
college,3.95669866,5.639663459,5.996874544,70.63680283,3.0,,12.0,0
college,,7.602230789,1.967574586,70.86604753,3.0,5.0,8.0,0
college,4.878679777,5.788896023,6.634355108,67.66283066,10.0,6.0,8.0,1
college,7.559154728,0.815062534488251,0.230664910993905,97.77459952,8.0,7.0,2.0,1
school,7.246851704,3.33496599,2.44773926,81.28730159,3.0,4.0,12.0,0
college,,,,,5.0,8.0,4.0,0
college,8.084822086,3.238636095,,,9.0,7.0,7.0,1
school,5.949642373,0.631016831616828,3.844809168,76.59681168,7.0,6.0,4.0,0
college,7.898927532,3.881748723,2.622649405,86.82204111,7.0,8.0,5.0,0
college,6.235377925,4.884822213,6.680975523,96.91324746,9.0,5.0,11.0,1
college,5.488444858,5.46708972,5.361722795,50.21450064,4.0,8.0,12.0,0
college,3.352394234,5.803388897,4.222443427,54.90723081,2.0,6.0,4.0,0
college,6.239971165,7.516290664,,74.92103545,2.0,6.0,7.0,0
,5.793788064,5.875715587,1.614418544,62.90758703,4.0,9.0,5.0,0
college,4.507525526,5.90968796,4.548650946,91.37169209,3.0,5.0,8.0,1
college,8.682106176,7.393630079,,98.58996431,1.0,7.0,3.0,0
college,5.626993187,6.917705154,3.136533155,76.28192407,6.0,9.0,3.0,0
college,3.488248402,3.519930873,5.245650522,67.16489776,7.0,10.0,2.0,1
school,6.465119895,2.491805771,,74.98984626,5.0,1.0,1.0,1
college,7.462236877,7.116673954,4.774858443,88.72603883,4.0,5.0,7.0,1
college,5.795412772,3.937657049,2.637674703,91.23486255,6.0,7.0,4.0,0
college,6.612783401,3.752289085,4.286693032,,3.0,6.0,9.0,0
college,,4.336077548,2.68216464,81.18582346,4.0,5.0,3.0,0
college,4.823798504,4.186601926,0.638849846448365,83.2444003,2.0,3.0,5.0,0
school,7.899603212,2.896645829,0.447526193214211,60.90352241,7.0,4.0,12.0,0
college,3.722295527,6.018562316,3.061520289,82.47923957,10.0,7.0,1.0,1
,8.379595305,5.549768805,1.871640962,78.3928977,6.0,8.0,11.0,0
college,4.577099806,5.618089167,3.681071881,96.78693293,5.0,7.0,7.0,0
college,5.224061101,,4.401999422,79.30432147,7.0,6.0,5.0,0
college,4.460183153,6.919024163,2.100286881,71.66003556,5.0,5.0,1.0,0
school,7.038526226,5.239458608,3.701141889,97.45473384,6.0,2.0,1.0,1
college,4.429244949,8.023152924,2.777269392,81.45818062,4.0,,4.0,0
college,8.441759417,6.980266346,,67.78223798,8.0,6.0,6.0,1
working_student,6.412220732,3.076612163,,63.02447183,8.0,6.0,5.0,1
college,6.702290806,5.292427738,3.923649582,70.27829425,7.0,3.0,11.0,1
college,5.909100312,5.761344455,0.342038961032402,72.88148437,5.0,9.0,7.0,0
,5.438654277,5.293071084,8.902170045,87.37947124,,5.0,6.0,1
